MeterNumber	Street	BlockLimits	StandardizedAddress	SegmentID	StreetCode	Side	Dist	Manufacturer	Model	Rate	DayFrom	DayTo	HourFrom	HourTo	HourLimit	MinLimit	DateInstlaled	Timer	ST
5328134	CHERRY	1601	1601 CHERRY ST	421394	22740	N	53	D-E	80	1	MON	SAT	0800A	0630P	2		1/31/1982	2HR	"R																			"
5328135	CHERRY	1601	1601 CHERRY ST	421394	22740	N	53	D-E	80	1	MON	SAT	0800A	0630P	2		1/31/1982	2HR	"R																			"
5328141	CHERRY	1601	1601 CHERRY ST	421394	22740	N	53	D-E	80	1	SUN	SAT	0800A	0630P	2		1/31/1982	2HR	"R																			"
5328142	CHERRY	1601	1601 CHERRY ST	421394	22740	N	53	D-E	80	1	MON	SAT	0800A	0630P	2		1/31/1982	2HR	"R																			"
5328143	CHERRY	1601	1601 CHERRY ST	421394	22740	W	53	D-E	80	1	MON	SAT	0800A	0630P	2		1/31/1982	2HR	"R																			"
5328144	CHERRY	1601	1601 CHERRY ST	421394	22740	N	53	D-E	80	1	SUN	SAT	0800A	0630P	2		1/31/1982	2HR	"R																			"
5328145	CHERRY	1601	1601 CHERRY ST	421394	22740	N	53	D-E	80	1	SUN	SAT	0800A	0800P	2		1/31/1982	2HR	"R																			"
5328152	N 16	100	100 N 16TH ST	421361	88090	W	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328153	N 16	100	100 N 16TH ST	421361	88090	W	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328154	N 16	100	100 N 16TH ST	421361	88090	W	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328155	N 16	100	100 N 16TH ST	421361	88090	W	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328156	N 16	100	100 N 16TH ST	421361	88090	W	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328158	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328159	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328160	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328161	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328164	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328165	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328166	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328167	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
5328168	CHERRY	1600	1600 CHERRY ST	421394	22740	N	53	D	80	1	MON	SAT	0800A	0800P	2		1/31/1982	2HR	"I																			"
77F023	SPRING GARDEN	1800	1800 SPRING GARDEN ST	420562	73800	S	77	METRIC	P&D	2	MON	SAT	0800A	0800P	1		1/26/2010	24HR	"I																			"
77F024	SPRING GARDEN	1800	1800 SPRING GARDEN ST	420562	73800	S	77	METRIC	P&D	2	MON	SAT	0800A	0800P	1		1/26/2010	24HR	"I																			"
77F025	N 18	500	500 N 18TH ST	423237	88130	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F026	N 18	400	400 N 18TH ST	423237	88130	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F027	N 18	400	400 N 18TH ST	423237	88130	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F028	FRANKLINTOWN BLVD	400				W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F029	FRANKLINTOWN BLVD	400				W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F030	FRANKLINTOWN BLVD	401				E	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F031	FRANKLINTOWN BLVD	401				E	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F032	N 18	401	401 N 18TH ST	423237	88130	E	77	METRIC	P&D	1	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"R																			"
77F033	N 18	401	401 N 18TH ST	423237	88130	E	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F035	SPRING GARDEN	1700	1700 SPRING GARDEN ST	420568	73800	S	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		2/1/2010	24HR	"I																			"
77F036	SPRING GARDEN	1700	1700 SPRING GARDEN ST	420568	73800	S	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		2/1/2010	24HR	"I																			"
77F038	N 17	400	400 N 17TH ST	422066	88110	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F039	N 17	400	400 N 17TH ST	422066	88110	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F040	N 17	400	400 N 17TH ST	422066	88110	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F041	N 17	400	400 N 17TH ST	422066	88110	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F042	N 17	401	401 N 17TH ST	422066	88110	E	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F043	N 17	401	401 N 17TH ST	422066	88110	E	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F044	N 17	401	401 N 17TH ST	422066	88110	E	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		3/10/2010	24HR	"I																			"
77F046	SPRING GARDEN	1600	1600 SPRING GARDEN ST	-1	73800	S	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		2/1/2010	24HR	"I																			"
77F047	SPRING GARDEN	1600	1600 SPRING GARDEN ST	-1	73800	S	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		2/1/2010	24HR	"I																			"
77F050	N 16	400	400 N 16TH ST	423420	88090	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F051	N 16	400	400 N 16TH ST	423420	88090	W	77	METRIC	P&D	1.25	MON	SAT	0800A	0800P	4		1/26/2010	24HR	"I																			"
77F054	N 15	401	401 N 15TH ST	422065	88070	E	77	METRIC	P&D	2	MON	SAT	0800A	0800P	3		2/1/2010	24HR	"I																			"
77F055	SPRING GARDEN	1400	1400 SPRING GARDEN ST	440851	73800	S	77	METRIC	P&D	2	MON	SAT	0800A	0800P	2		2/1/2010	24HR	"I																			"
77F056	SPRING GARDEN	1400	1400 SPRING GARDEN ST	440851	73800	S	77	METRIC	P&D	2	MON	SAT	0800A	0800P	2		2/1/2010	24HR	"I																			"
7727001	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727002	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727003	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727004	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727005	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727006	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727007	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"R																			"
7727008	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727009	SPRING GARDEN	2201	2201 SPRING GARDEN ST	441824	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	12		10/1/1960	4HR	"I																			"
7727012	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727013	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727017	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727018	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727019	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"R																			"
7727020	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"R																			"
7727022	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"R																			"
7727023	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727024	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727025	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727026	SPRING GARDEN	1801	1801 SPRING GARDEN ST	441832	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727029	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727030	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727031	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7727032	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	2HR	"I																			"
7727033	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	2HR	"I																			"
7727034	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	2HR	"I																			"
7727035	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	2HR	"I																			"
7727036	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		1/1/1984	2HR	"I																			"
7727037	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		1/1/1984	4HR	"I																			"
7727038	SPRING GARDEN	1701	1701 SPRING GARDEN ST	441834	73800	N	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		1/1/1984	2HR	"I																			"
7727041	SPRING GARDEN	1601	1601 SPRING GARDEN ST	441836	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		1/1/1984	2HR	"I																			"
7727042	SPRING GARDEN	1601	1601 SPRING GARDEN ST	441836	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		1/1/1984	2HR	"I																			"
7727043	SPRING GARDEN	1601	1601 SPRING GARDEN ST	441836	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727044	SPRING GARDEN	1601	1601 SPRING GARDEN ST	441836	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727051	N 16	500	500 N 16TH ST	420581	88090	W	77	D-E	80	1	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727052	N 16	500	500 N 16TH ST	420581	88090	W	77	D-E	80	1	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727053	N 16	500	500 N 16TH ST	420581	88090	W	77	D-E	80	1	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727054	N 16	500	500 N 16TH ST	420581	88090	W	77	D-E	80	1	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727055	N 16	500	500 N 16TH ST	420581	88090	W	77	D-E	80	1	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727056	N 16	500	500 N 16TH ST	420581	88090	W	77	D-E	80	1	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727059	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727060	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"R																			"
7727061	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727062	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727063	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727064	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727065	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727066	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727067	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727068	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727069	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727070	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727071	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727072	SPRING GARDEN	1501	1501 SPRING GARDEN ST	441773	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		10/1/1960	2HR	"I																			"
7727075	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727076	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727077	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727078	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727079	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727080	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727081	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7727082	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"R																			"
7727083	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"R																			"
7727084	SPRING GARDEN	1401	1401 SPRING GARDEN ST	441774	73800	N	77	D-E-HP	80	2	MON	SAT	0800A	0630P	2		4/1/1984	4HR	"I																			"
7728001	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728002	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728003	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728004	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728005	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728006	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728007	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728008	SPRING GARDEN	2200	2200 SPRING GARDEN ST	420518	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0800P	12		10/1/1960	4HR	"I																			"
7728011	N 22	500	500 N 22ND ST	423041	88210	W	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728012	N 22	500	500 N 22ND ST	423041	88210	W	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728013	N 22	500	500 N 22ND ST	423041	88210	W	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728014	N 22	500	500 N 22ND ST	423041	88210	W	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728015	N 22	500	500 N 22ND ST	423041	88210	W	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728016	N 22	500	500 N 22ND ST	423041	88210	W	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728019	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728020	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728021	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728022	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728023	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728024	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728025	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	2	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728026	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	2	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728027	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	2	MON	SAT	0800A	0630P	4		10/1/1960	4HR	"I																			"
7728028	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	2	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728029	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	2	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728030	SPRING GARDEN	2100	2100 SPRING GARDEN ST	420530	73800	S	77	D-E	80	2	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728033	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728034	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728035	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728036	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728037	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728038	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728040	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.5	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"R																			"
7728042	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728043	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728044	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728045	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728046	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728047	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.5	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728048	N 21	500	500 N 21ST ST	420613	88190	W	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728051	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"R																			"
7728052	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728053	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728054	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728055	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728056	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728057	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728058	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728059	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728060	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		10/1/1960	12HR	"I																			"
7728061	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728062	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728063	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728064	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728065	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728066	N 21	501	501 N 21ST ST	420613	88190	E	77	D-E	80	1.25	MON	SAT	0700A	0700P	12		4/1/1984	12HR	"I																			"
7728069	SPRING GARDEN	1900	1900 SPRING GARDEN ST	420554	73800	S	77	D-E	80	1	SUN	SUN	0700A	1159P	2		4/1/1984	4HR	"R																			"
7728072	N 19	400	400 N 19TH ST	420683	88150	E	77	D-E	80	1.25	MON	SAT	0800A	0600P	4		4/1/1984	4HR	"I																			"
7728073	N 19	400	400 N 19TH ST	420683	88150	E	77	D-E	80	1.25	MON	SAT	0800A	0600P	4		4/1/1984	4HR	"I																			"
7728074	N 19	401	401 N 19TH ST	420683	88150	E	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728075	N 19	401	401 N 19TH ST	420683	88150	E	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
7728076	N 19	401	401 N 19TH ST	420683	88150	E	77	D-E	80	1.25	MON	SAT	0800A	0630P	4		4/1/1984	4HR	"I																			"
