MeterNumber	Street	BlockLimits	StandardizedAddress	SegmentID	StreetCode	Side	Dist	Manufacturer	Model	Rate	DayFrom	DayTo	HourFrom	HourTo	HourLimit	MinLimit	DateInstlaled	Timer	ST
9124198	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E-HP	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"I																			"
9124199	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124199	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124200	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124200	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124201	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124201	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124202	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124202	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124203	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124203	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124204	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124204	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124206	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124206	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124207	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124207	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124208	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124208	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124209	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	2		1/2/1981	2HR	"R																			"
9124209	WALNUT ST	2200	2200 WALNUT ST	421236	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124212	S 23	201	201 S 23RD ST	421245	88240	E	91	D-E-HP	80	2	MON	SAT	0800A	0630P	2		1/2/1981	2HR	"I																			"
9124213	S 23	201	201 S 23RD ST	421245	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/2/1981	2HR	"I																			"
9124214	S 23	201	201 S 23RD ST	421245	88240	E	92	D-E	80	2	MON	SAT	0800A	0630P	2		1/2/1981	2HR	"I																			"
9124215	S 23	201	201 S 23RD ST	421245	88240	E	92	D-E	80	2	MON	SAT	0800A	0630P	2		1/2/1981	2HR	"R																			"
9124216	S 23	201	201 S 23RD ST	421245	88240	E	92	D-E	80	2	MON	SAT	0800A	0630P	2		1/2/1981	2HR	"I																			"
9124224	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"I																			"
9124225	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"R																			"
9124226	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"R																			"
9124227	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"R																			"
9124228	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"R																			"
9124229	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"R																			"
9124230	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"R																			"
9124231	S 23	101	101 S 23RD ST	421277	88240	E	91	D-E-HP	80	2	MON	SAT	0800A	0630P	2		1/31/1975	2HR	"I																			"
9124234	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"I																			"
9124234	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"I																			"
9124235	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124235	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124236	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124236	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124237	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124237	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124238	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124238	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124239	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124239	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124240	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124240	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124241	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124241	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124242	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124242	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124243	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124243	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124244	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"I																			"
9124244	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"I																			"
9124245	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124245	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124246	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124246	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124247	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124247	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124248	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124248	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124249	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124249	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124250	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124250	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124251	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124251	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124252	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124252	WALNUT ST	2400	2400 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124253	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124253	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124254	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124254	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124255	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124255	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124256	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124256	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124257	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	MON	FRI	0800A	0330P	3		1/2/1981	3HR	"R																			"
9124257	WALNUT ST	2300	2300 WALNUT ST	423392	81140	S	91	D-E	80	2	SAT	SAT	0800A	0630P	3		1/2/1981	3HR	"R																			"
9124281	LOCUST	1500	1500 LOCUST ST	421160	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124282	LOCUST	1500	1500 LOCUST ST	421160	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124283	LOCUST	1500	1500 LOCUST ST	421160	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124284	LOCUST	1500	1500 LOCUST ST	421160	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124285	LOCUST	1500	1500 LOCUST ST	421160	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124286	LOCUST	1500	1500 LOCUST ST	421160	51380	S	91	D-E-HP	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124290	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124291	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124292	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124293	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124294	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124295	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124296	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124297	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124298	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124299	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124300	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124301	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124302	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124303	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E-HP	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124304	LOCUST	1600	1600 LOCUST ST	421158	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124307	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124308	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124309	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124310	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124311	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124312	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124313	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124314	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124315	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124316	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124317	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124318	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124319	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124320	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E-HP	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"R																			"
9124324	LOCUST	1900	1900 LOCUST ST	423179	51380	S	91	D-E	80	2	MON	SAT	0800A	0600P	2		1/31/1975	2HR	"I																			"
9124325	LOCUST	1900	1900 LOCUST ST	423179	51380	S	91	D-E	80	2	MON	SAT	0800A	0600P	2		1/31/1975	2HR	"I																			"
9124328	LOCUST	1900	1900 LOCUST ST	423179	51380	S	91	D-E-HP	80	2.5	MON	SAT	0800A	0600P	2		1/31/1975	2HR	"I																			"
9124333	CHANCELLOR	1601	1601 CHANCELLOR ST	421180	22300	N	91	D-E	80	2	MON	SAT	0800A	0800P	2		1/31/1975	2HR	"R																			"
9124334	CHANCELLOR	1601	1601 CHANCELLOR ST	421180	22300	N	91	D-E	80	2	MON	SAT	0800A	0800P	2		1/31/1975	2HR	"R																			"
9124340	CHANCELLOR	1601	1601 CHANCELLOR ST	421180	22300	N	91	D-E	80	2	MON	SAT	0800A	0800P	2		1/31/1975	2HR	"R																			"
9124341	CHANCELLOR	1601	1601 CHANCELLOR ST	421180	22300	N	91	D-E	80	2	MON	SAT	0800A	0800P	2		1/31/1975	2HR	"R																			"
9124342	CHANCELLOR	1601	1601 CHANCELLOR ST	421180	22300	N	91	D-E	80	2	MON	SAT	0800A	0800P	2		1/31/1975	2HR	"R																			"
9125312	LOCUST	1700	1700 LOCUST ST	421202	51380	S	91	D-E	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"I																			"
9129097	LATIMER	1501	1501 LATIMER ST	421166	49280	N	91	D-E	80	1.5	SUN	SAT	0800A	1000P	2		1/2/1961	2HR	"R																			"
9134334	CHANCELLOR	1601	1601 CHANCELLOR ST	421180	22300	N	91	D-E	80	2	MON	SAT	0800A	0800P	2		1/31/1975	2HR	"I																			"
9223037	S 19	200	200 S 19TH ST	421204	88160	E	92	D	80	2	MON	SAT	0800A	0630P	2		1/2/1961	2HR	"X																			"
9223052	S 21	200	200 S 21ST ST	422350	88200	E	92	D	80	1	MON	SAT	0800A	0600P	2		1/2/1961	2HR	"X																			"
9223053	S 21	200	200 S 21ST ST	422350	88200	E	92	D	80	1	MON	SAT	0800A	0600P	2		1/2/1961	2HR	"X																			"
9224018	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224018R	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224019	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224020	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224021	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224022	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224023	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224024	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224025	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224026	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224027	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
9224028	LOCUST	1700	1700 LOCUST ST	421202	51380	S	92	D	80	2	SUN	SAT	0800A	1000P	2		1/2/1981	2HR	"X																			"
94F001	CHESTNUT	2401	2401 CHESTNUT ST	423378	22820	N	94	METRIC	P&D	1.25	SUN	SAT	0800A	0800P	4		3/22/2010	24HR	"I																			"
94F002	CHESTNUT	2401	2401 CHESTNUT ST	423378	22820	N	94	METRIC	P&D	1.25	SUN	SAT	0800A	0800P	4		3/22/2010	24HR	"I																			"
94F003	CHESTNUT	2401	2401 CHESTNUT ST	423378	22820	N	94	METRIC	P&D	1.25	SUN	SAT	0800A	0800P	4		3/22/2010	24HR	"I																			"
94F004	CHESTNUT	2401	2401 CHESTNUT ST	423378	22820	N	94	METRIC	P&D	1.25	SUN	SAT	0800A	0800P	4		3/22/2010	24HR	"I																			"
94F005	CHESTNUT	2301	2301 CHESTNUT ST	423378	22820	N	94	METRIC	P&D	1.25	SUN	SAT	0800A	0800P	4		3/22/2010	24HR	"I																			"
94F006	CHESTNUT	2301	2301 CHESTNUT ST	423378	22820	N	94	METRIC	P&D	1.25	SUN	SAT	0800A	0800P	4		3/22/2010	24HR	"I																			"
94F007	S 23	UNIT				E	94	METRIC	P&D	2	SUN	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F007	S 23	UNIT				E				2	SUN	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F010	S 23	101	101 S 23RD ST	421277	88240	E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F010	S 23	101	101 S 23RD ST	421277	88240	E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F011	CHESTNUT	2201	2201 CHESTNUT ST	421289	22820	N	94	METRIC	P&D	2	SUN	SAT	0800A	0400P	2		3/22/2010	24HR	"I																			"
94F011	CHESTNUT	2201	2201 CHESTNUT ST	421289	22820	N				2	SUN	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F012	S 22	100	100 S 22ND ST	421269	88220	W	94	METRIC	P&D	2	MON	FRI	0800A	0330P	2		3/19/2010	24HR	"I																			"
94F012	S 22	100	100 S 22ND ST	421269	88220	W	94	METRIC	P&D	2	SAT	SAT	0800A	1000P	2		3/19/2010	24HR	"I																			"
94F012	S 22	100	100 S 22ND ST	421269	88220	W				2	MON	FRI	0630P	1000P	2	"					"	"										"	"				"	"I																			"
94F014	S 22	UNIT				W	94	METRIC	P&D	2	MON	FRI	0800A	0330P	2		3/31/2010	24HR	"I																			"
94F014	S 22	UNIT				W	94	METRIC	P&D	2	SAT	SAT	0800A	1000P	2		3/31/2010	24HR	"I																			"
94F014	S 22	UNIT				W				2	MON	FRI	0630P	1000P	2	"					"	"										"	"				"	"I																			"
94F017	CHESTNUT	2101	2101 CHESTNUT ST	421288	22820	N	94	METRIC	P&D	2	SUN	SAT	0700A	0400P	2		3/22/2010	24HR	"R																			"
94F017	CHESTNUT	2101	2101 CHESTNUT ST	421288	22820	N				2	SUN	SAT	0400P	1000P	3	"					"	"										"	"				"	"R																			"
94F018	CHESTNUT	2101	2101 CHESTNUT ST	421288	22820	N	94	METRIC	P&D	2	SUN	SAT	0700A	0400P	2		3/22/2010	24HR	"I																			"
94F018	CHESTNUT	2101	2101 CHESTNUT ST	421288	22820	N				2	SUN	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F019	S 21	UNIT				E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F019	S 21	UNIT				E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F020	S 21	UNIT				E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F020	S 21	UNIT				E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F021	S 21	UNIT				E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F021	S 21	UNIT				E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F022	S 21	101	101 S 21ST ST	421226	88200	E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F022	S 21	101	101 S 21ST ST	421226	88200	E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F023	S 21	101	101 S 21ST ST	421226	88200	E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F023	S 21	101	101 S 21ST ST	421226	88200	E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F024	S 21	101	101 S 21ST ST	421226	88200	E	94	METRIC	P&D	2	MON	SAT	0800A	0400P	2		3/23/2010	24HR	"I																			"
94F024	S 21	101	101 S 21ST ST	421226	88200	E				2	MON	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F025	CHESTNUT	2001	2001 CHESTNUT ST	422089	22820	N	94	METRIC	P&D	2	SUN	SAT	0700A	0400P	2		3/22/2010	24HR	"I																			"
94F025	CHESTNUT	2001	2001 CHESTNUT ST	422089	22820	N				2	SUN	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F026	CHESTNUT	2001	2001 CHESTNUT ST	422089	22820	N	94	METRIC	P&D	2	SUN	SAT	0700A	0400P	2		3/22/2010	24HR	"I																			"
94F026	CHESTNUT	2001	2001 CHESTNUT ST	422089	22820	N				2	SUN	SAT	0400P	1000P	3	"					"	"										"	"				"	"I																			"
94F027	CHESTNUT	2001	2001 CHESTNUT ST	422089	22820	N	94	METRIC	P&D	2	SUN	SAT	0700A	0400P	2		3/22/2010	24HR	"I																			"
